INFO 2025-05-26 17:17:32,523 autoreload 34 139703003597696 Watching for file changes with StatReloader
WARNING 2025-05-26 19:12:34,835 log 34 139873137211072 Bad Request: /api/books/search/
WARNING 2025-05-26 19:12:34,837 basehttp 34 139873137211072 "GET /api/books/search/ HTTP/1.1" 400 52
INFO 2025-05-26 19:12:39,582 basehttp 34 139873137211072 "GET /api/books/list/ HTTP/1.1" 200 135660
INFO 2025-05-26 19:13:31,409 autoreload 34 140298857728896 Watching for file changes with StatReloader
INFO 2025-05-26 19:18:54,207 basehttp 34 140298319554240 "GET /api/books/list/ HTTP/1.1" 200 2
INFO 2025-05-26 19:25:48,582 basehttp 34 140298327946944 "GET /api/books/list/ HTTP/1.1" 200 135660
INFO 2025-05-26 19:30:07,172 autoreload 34 139959050148736 Watching for file changes with StatReloader
INFO 2025-05-26 19:30:12,705 basehttp 34 139958579480256 "GET /api/books/list/ HTTP/1.1" 200 135660
INFO 2025-05-26 20:35:37,838 autoreload 35 140162260454272 Watching for file changes with StatReloader
WARNING 2025-05-26 20:35:44,832 log 35 140161798174400 Not Found: /api/schema/swagger-ui/
WARNING 2025-05-26 20:35:44,835 basehttp 35 140161798174400 "GET /api/schema/swagger-ui/ HTTP/1.1" 404 3693
WARNING 2025-05-26 20:35:53,921 log 35 140161798174400 Not Found: /api/schema/swagger/
WARNING 2025-05-26 20:35:53,923 basehttp 35 140161798174400 "GET /api/schema/swagger/ HTTP/1.1" 404 3684
WARNING 2025-05-26 20:36:07,986 log 35 140161798174400 Not Found: /api/schema/
WARNING 2025-05-26 20:36:07,989 basehttp 35 140161798174400 "GET /api/schema/ HTTP/1.1" 404 3660
INFO 2025-05-26 20:36:22,866 basehttp 35 140161798174400 "GET /schema/ HTTP/1.1" 200 99963
INFO 2025-05-26 20:36:33,239 basehttp 35 140161798174400 "GET /swagger/ HTTP/1.1" 200 4673
INFO 2025-05-26 20:36:34,730 basehttp 35 140161798174400 "GET /schema/ HTTP/1.1" 200 210511
INFO 2025-05-27 13:32:06,402 autoreload 34 140206471338880 Watching for file changes with StatReloader
